"zkrBudovy";"cisloMistnosti";"katedra";"pracoviste";"typCiselne";"typ";"kapacita";"spolecnyFond";"provozOd";"provozDo";"poznamka";"plocha";"vyskaMistnosti";"dvereCislo";"podlazi";"obec";"ulice";"cisloPopisne";"adresaBudovy";"serial";"urlMistnost";"urlBudova";"identifikatorMistnost";"identifikatorBudova"
"EA";"13023";"KAA";"Katedra anglistiky a amerikanistiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"23.0";"";"";"13";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030913023";""
"EA";"13024";"FF";"Fakulta filozofická";"2";"Uèebna";"30";"ne";"1.1.1990";"";"";"50.0";"";"";"13";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030913024";""
"EA";"13025";"FF";"Fakulta filozofická";"3";"Uèebna poèítaèová";"20";"ne";"1.1.1990";"";"";"48.0";"";"";"13";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030913025";""
"EA";"13026";"KAA";"Katedra anglistiky a amerikanistiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"24.0";"";"";"13";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030913026";""
"EA";"13030";"KAA";"Katedra anglistiky a amerikanistiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"20.0";"";"";"13";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030913030";""
"EA";"13031";"KAA";"Katedra anglistiky a amerikanistiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"24.0";"";"";"13";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030913031";""
"EA";"13032";"KAA";"Katedra anglistiky a amerikanistiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"25.0";"";"";"13";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030913032";""
"EA";"13033";"KAA";"Katedra anglistiky a amerikanistiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"24.0";"";"";"13";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030913033";""
"EA";"13035";"KAA";"Katedra anglistiky a amerikanistiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"25.0";"";"";"13";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030913035";""
"EA";"13036";"KAA";"Katedra anglistiky a amerikanistiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"25.0";"";"";"13";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030913036";""
"EA";"13037";"KAA";"Katedra anglistiky a amerikanistiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"23.0";"";"";"13";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030913037";""
"EA";"13038";"FF";"Fakulta filozofická";"8";"Jiná";"1";"ne";"1.1.1990";"";"";"50.0";"";"";"13";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030913038";""
"R";"02038";"REK";"Univerzita Pardubice";"8";"Jiná";"1";"ne";"1.1.1990";"";"R1";"54.0";"";"";"2";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=R";"031002038";""
"DA";"00007";"KTRD";"Katedra technologie a øízení dopravy";"5";"Laboratoø";"12";"ne";"1.1.1990";"";"P0150";"27.0";"";"";"0";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DA";"031900007";""
"DA";"00008";"KTRD";"Katedra technologie a øízení dopravy";"5";"Laboratoø";"20";"ne";"1.1.1990";"";"P0129";"87.0";"";"";"0";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DA";"031900008";""
"EA";"14013";"FF";"Fakulta filozofická";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"35.0";"";"";"14";"Pardubice";"Studentská";" 84";"Studentská,84, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=EA";"030914013";""
"R";"04033";"REK";"Univerzita Pardubice";"9";"Kanceláø";"1";"ne";"3.12.2012";"";"";"33.0";"";"";"4";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=R";"031004033";""
"CA";"02018";"FEI";"Fakulta elektrotechniky a informatiky";"9";"Kanceláø";"1";"ne";"1.1.2013";"";"";"35.0";"";"";"2";"Pardubice";"nám. Ès. legií";" 565";"nám. Ès. legií,565, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CA";"010202018";""
"DB";"01003";"JC";"Jazykové centrum";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"23.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DB";"032301003";""
"CA";"SU104";"FEI";"Fakulta elektrotechniky a informatiky";"2";"Uèebna";"15";"ne";"1.11.2016";"";"místnost è.: 01034";"84.0";"";"";"1";"Pardubice";"nám. Ès. legií";" 565";"nám. Ès. legií,565, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CA";"010301034";""
"RA";"U6";"FR";"Fakulta restaurování";"2";"Uèebna";"15";"ne";"1.1.2005";"";"";"34.0";"";"";"1";"Litomyšl";"Jiráskova";" 3";"Jiráskova,3, Litomyšl";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=RA";"070101008";""
"TA";"T1A";"KTS";"Katedra tìlovýchovy a sportu";"8";"Jiná";"40";"ne";"1.1.1990";"";"";"";"";"";"1";"Pardubice";"Kunìtická";" 92";"Kunìtická,92, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=TA";"";""
"TA";"T1B";"KTS";"Katedra tìlovýchovy a sportu";"8";"Jiná";"40";"ne";"1.1.1990";"";"";"";"";"";"1";"Pardubice";"Kunìtická";" 92";"Kunìtická,92, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=TA";"";""
"TA";"T1C";"KTS";"Katedra tìlovýchovy a sportu";"8";"Jiná";"40";"ne";"1.1.1990";"";"";"";"";"";"1";"Pardubice";"Kunìtická";" 92";"Kunìtická,92, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=TA";"";""
"TA";"T2A";"KTS";"Katedra tìlovýchovy a sportu";"8";"Jiná";"40";"ne";"1.1.1990";"";"";"";"";"";"1";"Pardubice";"Kunìtická";" 92";"Kunìtická,92, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=TA";"";""
"TA";"T2B";"KTS";"Katedra tìlovýchovy a sportu";"8";"Jiná";"40";"ne";"1.1.1990";"";"";"";"";"";"1";"Pardubice";"Kunìtická";" 92";"Kunìtická,92, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=TA";"";""
"ZE";"1";"FZS";"Fakulta zdravotnických studií";"1";"Posluchárna";"160";"ne";"1.1.2013";"";"";"224.0";"";"";"0";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZE";"020501013";""
"ZE";"2";"FZS";"Fakulta zdravotnických studií";"2";"Uèebna";"64";"ne";"1.1.2013";"";"";"97.0";"";"";"1";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZE";"020502006";""
"ZE";"3";"FZS";"Fakulta zdravotnických studií";"2";"Uèebna";"48";"ne";"1.1.2013";"";"";"83.0";"";"";"1";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZE";"020502005";""
"DX";"21";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"";"";"";"0";"Èeská Tøebová";"Slovanská";" 452";"Slovanská,452, Èeská Tøebová";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DX";"";""
"DX";"23";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"";"";"";"0";"Èeská Tøebová";"Slovanská";" 452";"Slovanská,452, Èeská Tøebová";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DX";"";""
"DX";"203";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"";"";"";"2";"Èeská Tøebová";"Slovanská";" 452";"Slovanská,452, Èeská Tøebová";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DX";"";""
"DX";"206";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"";"";"";"2";"Èeská Tøebová";"Slovanská";" 452";"Slovanská,452, Èeská Tøebová";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DX";"";""
"DX";"303";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"";"";"";"3";"Èeská Tøebová";"Slovanská";" 452";"Slovanská,452, Èeská Tøebová";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DX";"";""
"DX";"308";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"";"";"";"3";"Èeská Tøebová";"Slovanská";" 452";"Slovanská,452, Èeská Tøebová";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DX";"";""
"DX";"309";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"";"";"";"3";"Èeská Tøebová";"Slovanská";" 452";"Slovanská,452, Èeská Tøebová";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DX";"";""
"DB";"02020";"JC";"Jazykové centrum";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"15.0";"";"";"2";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DB";"032302020";""
"UA";"A1";"REK";"Univerzita Pardubice";"1";"Posluchárna";"374";"ano";"1.1.1990";"";"Univerzitní aula";"445.0";"";"";"2";"Pardubice";"Studentská";" 519";"Studentská,519, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=UA";"032902007";""
"UA";"A2";"REK";"Univerzita Pardubice";"1";"Posluchárna";"158";"ano";"1.1.1990";"";"";"115.0";"";"";"0";"Pardubice";"Studentská";" 519";"Studentská,519, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=UA";"032900023";""
"UA";"A3";"REK";"Univerzita Pardubice";"2";"Uèebna";"80";"ano";"1.1.1990";"";"";"88.0";"";"";"1";"Pardubice";"Studentská";" 519";"Studentská,519, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=UA";"032901004";""
"UA";"A4";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"36";"ano";"1.1.1990";"";"";"43.0";"";"";"2";"Pardubice";"Studentská";" 519";"Studentská,519, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=UA";"032902006";""
"UA";"A5";"FES";"Fakulta ekonomicko-správní";"2";"Uèebna";"36";"ano";"1.1.1990";"";"";"45.0";"";"";"2";"Pardubice";"Studentská";" 519";"Studentská,519, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=UA";"032902005";""
"R";"KH";"REK";"Univerzita Pardubice";"1";"Posluchárna";"120";"ano";"1.1.1990";"";"";"283.0";"";"";"4";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=R";"031004009";""
"CA";"H1";"FEI";"Fakulta elektrotechniky a informatiky";"1";"Posluchárna";"224";"ano";"1.1.1990";"";"místnost è.: 02140";"302.0";"";"";"2";"Pardubice";"nám. Ès. legií";" 565";"nám. Ès. legií,565, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CA";"010302024";""
"CA";"H2";"FEI";"Fakulta elektrotechniky a informatiky";"1";"Posluchárna";"116";"ano";"1.1.1990";"";"místnost è.: 03009";"159.0";"";"";"3";"Pardubice";"nám. Ès. legií";" 565";"nám. Ès. legií,565, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CA";"010203009";""
"CA";"03053";"KIT";"Katedra informaèních technologií";"9";"Kanceláø";"1";"ne";"1.1.2011";"";"";"18.0";"";"";"3";"Pardubice";"nám. Ès. legií";" 565";"nám. Ès. legií,565, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CA";"010203053";""
"DX";"33";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"";"";"";"2";"Èeská Tøebová";"Slovanská";" 452";"Slovanská,452, Èeská Tøebová";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DX";"";""
"DX";"37";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"";"";"";"2";"Èeská Tøebová";"Slovanská";" 452";"Slovanská,452, Èeská Tøebová";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DX";"";""
"CC";"U1KTTV";"UENM";"Ústav energetických materiálù";"2";"Uèebna";"18";"ne";"1.1.1990";"";"";"25.0";"";"";"0";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CC";"050103012";""
"CD";"U2KTTV";"UENM";"Ústav energetických materiálù";"2";"Uèebna";"18";"ne";"1.1.1990";"";"";"31.0";"";"";"0";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CD";"051501005";""
"CF";"UKDCP";"UCHTML";"Ústav chemie a technologie makromolekulárních látek";"2";"Uèebna";"18";"ne";"1.1.1990";"";"";"35.0";"";"";"0";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=CF";"050202018";""
"DD";"00002";"KDPD";"Katedra dopravních prostøedkù a diagnostiky";"8";"Jiná";"1";"ne";"1.7.2013";"";"";"19.0";"";"";"0";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DD";"051800002";""
"DD";"00008";"KEEZ";"Katedra elektrotechniky, elektroniky a zabezpeèovací techniky v dopravì";"8";"Jiná";"1";"ne";"1.7.2013";"";"";"17.0";"";"";"0";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DD";"051800008";""
"ZC";"Tìl";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"35";"ne";"1.1.1990";"";"";"416.0";"";"";"1";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZC";"020302007";""
"ZC";"Pos";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"10";"ne";"1.1.1990";"";"";"39.0";"";"";"1";"Pardubice";"Prùmyslová";" 395";"Prùmyslová,395, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=ZC";"020302003";""
"UA";"A6";"REK";"Univerzita Pardubice";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"";"";"";"1";"Pardubice";"Studentská";" 519";"Studentská,519, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=UA";"";""
"DB";"B1";"REK";"Univerzita Pardubice";"1";"Posluchárna";"303";"ano";"1.1.1990";"";"";"289.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DB";"032202028";""
"DB";"B2";"REK";"Univerzita Pardubice";"2";"Uèebna";"80";"ano";"1.1.1990";"";"";"83.0";"";"";"1";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DB";"032201006";""
"DB";"B3";"REK";"Univerzita Pardubice";"2";"Uèebna";"80";"ano";"1.1.1990";"";"";"89.0";"";"";"2";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DB";"032202026";""
"DD";"01004";"DFJ";"Dopravní fakulta Jana Pernera";"5";"Laboratoø";"12";"ne";"1.7.2013";"";"";"72.0";"";"";"1";"Pardubice";"Doubravice";" 41";"Doubravice,41, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DD";"051801004";""
"DC";"08029";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"711";"13.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008029";""
"DC";"08031";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"712";"13.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008031";""
"DC";"08034";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"713";"13.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008034";""
"DC";"08036";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"714";"13.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008036";""
"DC";"08039";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"715";"11.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008039";""
"DC";"08043";"KID";"Katedra informatiky v dopravì";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"716";"31.0";"";"";"7";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032008043";""
"UK";"ST";"REK";"Univerzita Pardubice";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"45.0";"";"";"0";"Pardubice";"Studentská";" 519";"Studentská,519, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=UK";"032801016";""
"UK";"VST";"REK";"Univerzita Pardubice";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"31.0";"";"";"0";"Pardubice";"Studentská";" 519";"Studentská,519, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=UK";"032802007";""
"UK";"KV";"REK";"Univerzita Pardubice";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"25.0";"";"";"0";"Pardubice";"Studentská";" 519";"Studentská,519, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=UK";"032802026";""
"EX";"k01";"FZS";"Fakulta zdravotnických studií";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"";"";"";"0";"Pardubice";"x";"";"x, Pardubice";"";"";"";"";""
"KN";"KDETS";"FZS";"Fakulta zdravotnických studií";"7";"Studovna";"25";"ne";"1.1.1990";"";"";"";"";"";"0";"Pardubice";"Kyjevská";" 44";"Kyjevská,44, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=KN";"";""
"KN";"KDETO";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"35";"ne";"1.1.1990";"";"";"";"";"";"0";"Pardubice";"Kyjevská";" 44";"Kyjevská,44, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=KN";"";""
"KN";"KGECS";"FZS";"Fakulta zdravotnických studií";"7";"Studovna";"20";"ne";"1.1.1990";"";"";"";"";"";"0";"Pardubice";"Kyjevská";" 44";"Kyjevská,44, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=KN";"";""
"KN";"KOCIO";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"30";"ne";"1.1.1990";"";"";"";"";"";"0";"Pardubice";"Kyjevská";" 44";"Kyjevská,44, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=KN";"";""
"KN";"KAROO";"FZS";"Fakulta zdravotnických studií";"8";"Jiná";"30";"ne";"1.1.1990";"";"";"";"";"";"0";"Pardubice";"Kyjevská";" 44";"Kyjevská,44, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=KN";"";""
"DC";"01005";"DFJ";"Dopravní fakulta Jana Pernera";"9";"Kanceláø";"1";"ne";"1.1.1990";"";"";"22.0";"";"";"0";"Pardubice";"Studentská";" 95";"Studentská,95, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=DC";"032001005";""
"HB";"C4055";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"19.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004055";""
"HB";"C4056";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"19.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004056";""
"HB";"C4057";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"19.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004057";""
"HB";"C4067";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"20.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004067";""
"HB";"C4068";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"38.0";"";"";"4";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HB";"033004068";""
"HC";"01006";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"22.0";"";"";"1";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033101006";""
"HC";"01016";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"23.0";"";"";"1";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033101016";""
"HC";"01018";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"65.0";"";"";"1";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033101018";""
"HC";"01020";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"21.0";"";"";"1";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033101020";""
"HC";"01025";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"22.0";"";"";"1";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033101025";""
"HC";"01037";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"32.0";"";"";"1";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033101037";""
"HC";"01040";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"18.0";"";"";"1";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033101040";""
"HC";"01041";"FCH";"Fakulta chemicko-technologická";"5";"Laboratoø";"1";"ne";"1.1.2009";"";"";"38.0";"";"";"1";"Pardubice";"Studentská";" 573";"Studentská,573, Pardubice";"";"";"http://verso.upce.cz/fcgi/verso.fpl?fname=map_mapy&hbudova=HC";"033101041";""
